query,label,classification
Perfeito absurdo: Lisboa atractiva e animada para turistas e especuladores; inacessível e de costas voltadas para o _ https://t.co/9THAwS7uRN,1,0
 eu já mandei com a mãe dela do lado,0,0
    isso e racismo pos anoes pretos fufas gays e shemales simao,1,1
 e com as crianças eles fazem isso...povo maldito mesmo !  https://t.co/GA0Ql2TaYn,0,1
A cidade de Viseu já está preparada para nos receber na 5a feira. Despachem-se a garantir a vossa presença. Vai ser _ https://t.co/dPMZ8ppmrP,0,0
Eu gostava de ser a ereção que o  está a esconder desde que viu o  vestido de noiva #ccallstars,0,0
"Sou linda, maravilhosa, fofa. Ser gorda não é ser feia. Feio é quem acha o gordo feio. #ficaadica.",0,1
   Grande! Destrinchou o problema e a cabeça dos esquerdistas.,0,0
vai rolar um furdunço no meu aniversário só p ñ passar em branco,0,0
"Desde que eu fiz 30 anos, me chamou de tio não ganha esmola",0,0
 quando vacila assume rapidamente a responsabilidade e paga o erro com humor!,0,0
  Pronto! Já está escolhido o candidato.. Imagem do presidente do partido.. Lol https://t.co/Wws2zBEjYa,0,0
  Passando Camp Rock na Disney e eu só vendo o quanto ela era gorda e feia quando não tinha dinheiro,1,1
"  filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é s _",1,1
 nunca beijou na vida,0,0
Gostei de um vídeo do  https://t.co/9PB6IXBZum Era uma vez o homem - 8: As conquistas do islão,0,0
" certíssimo! ninguém quer pseudoterrorista no seu país, inclusive sou contra esses refugiados. Não sei quem são! pode ter terrorista",1,1
  #primeiroassedio Acho que eu tinha uns 10 anos. Uma empregada me deixou pegar nos peitos dela. Foi bom pra cacete.,0,1
Culto da Família dia 19/03 as 19:00hrs. #Campinas.  Igreja do Nazareno de Sousas. https://t.co/1jOjP52EgA,0,0
 Duvido o feminismo ser contra o que esse MACHO HOMEM pede aí! O feminismo é capacho da esquerda!,1,1
   Volta para a tua terra,1,1
tem gente que não aceita que branco tbm sofre preconceito e acha que só os negros sofrem sendo q tem negro q fala mal de branco aqui td dia,1,1
"  Queremos igualdade! Queremos igualdade! Empoderamento feminino! Queremos igualdade! Ops! Não! Pera ai, nem tanto assim _",0,0
Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,0,1
hahahh quero ver o feminismo ser contra as pautas que a esquerda impõe!!! https://t.co/PYAUiKfSda,0,0
O amigo passa o ano inteiro dizendo: 'aquela é puta' 'gorda' 'não pego pq é feia' 'feminazi' E AGORA VEM COM ESSA HIPOCRISIA,1,1
CEO da Aetna: O Obamacare está no 'Espiral da Morte' #RepealAndReplace https://t.co/Wx4xxMsIY5https://t.co/RO3tnc2Qde,0,0
Fala que odeia a PM agora  https://t.co/dvJ4a2We4d,1,1
Homenagem às mulheres simbolo da direita no mundo: Melanie Trump / A politica belga / a sobrinha da Marina le pen - _ https://t.co/RcQi0kdT1P,0,0
Só podia ser mulher pra reparar roupa https://t.co/rrFyFds3RH,1,0
'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade,0,0
"O ESQUERDOPATA imbecil GOSTA do COMUNISMO mas não QUER morar em CUBA, CORÉIA DO NOE ou ANGOLA ou seja países COMU _ https://t.co/mtXyW9owC7",1,1
Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias. https://t.co/UXhzkHLBJx,0,0
" O Baldwin tem carta branca, senão não aceitava apresentar",0,0
Trump discursa para o povo. Diz que 20 de janeiro será lembrado como o dia que o povo tomou o poder. CHORA ESQUERDALHA GLOBAL,0,0
Feliz Dia das mulheres pra nós!!!!,0,0
" se com estética vc quer dizer branco, sim.",0,0
  Jovem é preso com moto roubada no dia que completou 18 anos. Vamos cantar parabéns para ele? https://t.co/F7Sj3N _,0,0
isso é golpe contra o cunha,0,0
" não digas islão, é uma religião inofensiva, tal como o cristianismo. o problema é a isis, que leva os ideais islamicos ao extremo",0,1
"sabia que esse cara era um tremendo de um pau no cu, dá pra ver pelos vídeos no youtube https://t.co/QjREu4L723",1,1
"  mesmo, tem que ter 2 filhos em 24 territórios a sua escolha....",1,0
não existe nenhuma prova contra a dilma e mesmo assim ela está em processo de impeachment beijão deus te ama https://t.co/JtJMx9F0eb,0,0
"Trump preconceituoso, racista! Não, péra... https://t.co/m2MSgTkk48",1,0
- gente a pec 241 é pra reduzir gastos!!!! - mas e o aumento de salário dos deputados? - É CULPA DO PT,1,0
Entrevista com a  sobre a censura da OAB-SP! https://t.co/9xdr4TCI0R,0,0
" bicho, trabalhamos com refugiados e migrantes, COMO nao é RI?",1,0
"eu nunca me senti tão gorda, tão feia, tão... tão mal",0,1
4 noiados vaiam e vira notícia https://t.co/QqPaTzAz73,1,0
mulheres por favor PAREM de raspar a cabeça dos lados fica parecendo que vcs tem câncer pela metade,1,1
Bue fufas tão a seguir no insta pq wtf,1,1
"o imbecil usa uma ironia e figura de linguagem para responder, mas não consegue refutar nada do que falei!!!! https://t.co/ah86XoYVJg",1,1
"'IMAGINA SE TODO MUNDO SÓ COMESSE ALFACE?' man, a mulher era tão burra que achava que os vegetarianos só comem alface comazim",1,1
fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ,1,1
 Pois é.. hahaha.. vi teu forms..,0,0
New post: 'União Europeia ameaça com sanções países que não recebem refugiados' https://t.co/7cmcsXrGCk,0,0
Politicamente correto é a pqp https://t.co/eCeZr2gkYo,0,0
sabe como acaba com o tráfico? tu parando de fumar essa tua maconha seu vagabundo imundo,1,1
Não temos imprensa de direita no Brasil.  Só imbecis esquerdistas acreditam que a imprensa no Brasil é de direita. https://t.co/xrFf7kWiVv,0,1
Charada do dia: tem um time em segundo colocado na 2a divisão do brasileirão. Qual é o time? Dica: é carioca,0,0
Ja pensaram que talvez a angola nao seja nossa? que somos muito possessivos e ela so quer espaço?,0,0
" Ju, você tá mais corada! Andou pegando uma praia!!!",0,0
" assim como todo refugiado sírio é um terrorista infiltrado, todo venezuelano é um chavista. Assim será sob o temerismo.",1,1
 Não tinha espaço para palavra vazamentos. Contamos com a compreensão dos leitores ao usar a palavra furos. Agradecemos de vdd a msg!,0,0
  Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-',1,0
"Uma #MulherDeVerdade é boa de cama, gosta de seduzir, de ser seduzida. Gosta de provocar. E não tem frescurinhas.",1,0
 E o sono... rs. Cheiros. Tb adorei!,0,0
  Polêmica da semana: Prisão em 2ª instância vale para quem tem foro? Fux liberta juiz condenado e reacende debate https://t.co _,0,0
" O blog é uma dilicinha.. ja conhecia sim, vou comentar amanha... hj tô de bode, sozinha e abandonada em sampa rs",0,0
Devia ter chegado mais cedo. Fiz o que pude malta https://t.co/KrS0h5F5F2,0,0
"Existem mulheres ladras, canalhas, safadas, dissimuladas.... sinto muito se voce não sabia disso !! Feliz dia das m _ https://t.co/KwOFFQXWaj",1,1
"Nos primeiros 30min da Red Carpet só vemos a malta que ninguém se lembra quem é. Ou como se diz em Portugal, 'vencedores do Ídolos' #Oscars",0,0
e a esquerda nao para de tentar dominar o mundo https://t.co/2hJ2F35nvH,0,0
 lhe desejando um óptimo final de semana pensar não dói,0,0
O Irã foi ADVEIDO formalmente por disparar um míssel de guerra. Deveriam agradecer pelo ridículo acordo que os EUA fez com eles!,1,0
Horas seguidas que quero te comer: quantidade de vagas para a libertadores,0,0
Quem fala assim não é gago. Força #Trump! https://t.co/A8WHoJXVGi,0,0
 ah então esse não é o cartoon que vai para as crianças?,0,0
"A bomba encontrada na Nazaré foi logo detonada, já a do Panamá está quase há um ano, no Expresso, à espera da brigada de minas e armadilhas.",0,0
Mais pura verdade. A grande imprensa não aceita sua vitória é só 'bate' nele desde a posse. https://t.co/hQkMullFjP,0,0
dizem q em manaus quando a pessoa perde o onibus ela ñ fica esperando o proximo ela vai se pendurando nas arvore escalando cipó,1,0
SÓ FUNCIONA COM CHIP CLARO https://t.co/tkEWfjsVIF,0,0
"Gorda, feia, e ogra https://t.co/A6cJRIE3WQ",1,1
Vitória dos Pais !!! Homem também tem responsabilidade e direitos sobre a gravidez da mulher...Ou ela fez sozinha??? https://t.co/7m24YtqdbB,0,0
"Pego agora aki no provador da C&A da Av Rio Branco, com várias peças.  Com o sistema de alarme _ https://t.co/hNjJuXmZNh",0,0
"Um a cada DOIS DIAS, um absurdo total!! Já a imprensa prefere fazer carinha de nojo para Trump... https://t.co/VqqOMv0lqN",0,1
Não sabem fazer conta direito mas dar o cu já sabem bem https://t.co/exmihM6cmY,1,1
Burra e a mulher que se ilude com textinho!!!,1,0
A mídia não reportou que a Dívida Nacional no meu primeiro mês abaixou $12 bilhões vs. um aumento de $200 bilhões no primeiro mês de Obama.,0,0
Concurso de 'Miss': falta de respeito da mulher pela própria mulher. Mulher-objecto? Futilidade pura. https://t.co/yvHge6UxDl,0,0
"'As melhores mulheres são as que querem trepar com você, e as piores são as que não querem.' - Lemmy - Motörhead - ",1,1
"E agora, o  não diz nada? Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe. https://t.co/Ho18zPv2f4",0,0
Agenda Março . Ideologia de Gênero. https://t.co/vhpKZjqQJD,1,0
 pois é... nunca gostei dela.. corrupta,0,0
não sei como esse cara não virou fixo do elenco do  https://t.co/Lxk7uwfr5C,0,0
#ALEA do Jornalista #AlexandreGarcia  Adquira os Livros 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO' e 'FAMÍLIAS EM... https://t.co/QS1I1jxfTI,0,0
  Pode ser gorda Pode ser feia  Só não pode ser gorda e feia  #vemegea,1,1
  Partido Nacional Renovador  com  https://t.co/mxO0aRE6yv,0,0
" que nada, aqui na quebrada a molecada é arisca hahahahaha",0,0
se nós viemos dos macacos pq ainda existem macacos??? isso a ciência nao explica,1,0
"  rindo do próprio racismo, essa é d+",0,0
Brigadeiro branco com uva  Ingredientes: 3 latas de leite condensado 1 lata de creme de leite 1 pita https://t.co/JgiQKAr9FC,0,0
FAKE NEWS! Toda a gente sabe que só os brancos praticam a escravatura e que o Islão é a religião da paz. Só propaga _ https://t.co/0Z0o0cFRk6,1,1
 viajei só com uma mochila tb... 4 Dias,0,0
chamem as feministas p fazer uma manifestação pq n tem nenhuma mulher trabalhando na obra aq do lado isso é um absurdo #direitosiguais,1,1
  Sou o Branco msm https://t.co/cudfMPX9Vv,1,0
"  15- muitos criticam o liberalismo e o capitalismo, mas a verdade é que o Brasil nunca foi verdadeiramente liberal.",0,0
"Se isto continua assim, qualquer dia o Sporting já não consegue emprestar jogadores a clubes da Primeira Liga",1,0
dívida histórica o caralho eu nao tenho culpa de nada,0,0
  responde as críticas do   e  e fala umas verdades https://t.co/qcMpKlusku,0,0
   nada não galinha da Angola,1,0
"“Apropriação de culturas árabes: não é moda, é pacto narcísico” by  https://t.co/HL8dkqPrym",0,0
"  Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente _",1,1
quando você tenta dormir todos os pensamentos que não teve ou evitou ter durante o dia inteiro surgem dançando gangnam style no seu cérebro,0,0
 vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).,1,1
  amo o teu sorriso,0,0
"  estou com  são idiotas inúteis, mamadores do dinheiro público, iludem milhões de imbecis.",1,1
"Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente ne? Dá pena",1,1
  ALÔ REVOLTADOS COM LADRÃO HOSPITALIZADO: VÃO NA FILA DO S.U.S. SENTI PENA DO POVO HUMILDE QUE LEVA FERRO TODO DIA POR C _,0,0
"Sendo Azulina ou bicolor, bonita ou feia, magra ou gorda! Não importa, vc sempre terão o meu respeito! Mulher e todo nessa vida! Sem elas...",0,0
"meu deus quanta gente burra nesse mundo pqp, mulher que tem um pensamento desse vai passar a vida inteira lavando louça p macho",1,1
"-Levy Fidelix , cu de homem trans e cis,de gay,de mulher trans e cis,de lésbica,de náo-binário,fluído, etc, reproduz? -Não -Absolvido!",1,1
"Se você fosse candidato de direita à presidência na França, teria sua imunidade cassada por postar essa vídeo. Pois _ https://t.co/9EENktfyly",0,0
Homem que é homem só come carne. Peixe é coisa de bixa.,1,1
  o meu ta assim tbm,0,0
Feministas ou sindicatos vão lá protestar?? https://t.co/ns1bcccmYO,0,0
  Na hora da aula 'entendi tudo' // na hora da prova 'deu branco' https://t.co/c9ME1CeTwG,0,0
Não gosta de fazer compras. Faz porque a mulher força.,1,0
"Vou ver se tem curso pra aprender a ser burra porque olha, tá difícil aturar essa raça que tem medo de mulher que sabe pensar. sifudê.",1,1
 Lá vem a gorda fazer chantagem emocional.,1,1
temer lixo humano,1,1
"-Levy Fidelix, cu de mulher reproduz? -Não? -Caso encerrado!",1,1
Lembra qnd ce era gorda e feia? —_ sou até hoje  https://t.co/wYROClsi6q,0,1
 isso é coisa de seres humanos!,0,1
Uma coisa que até agora não entendo é o porquê de os refugiados sírios muçulmanos sunitas não foram para a também... https://t.co/9JnNSi9ynD,1,1
"Quero ver quando for p vir de branco nos dias de clínica, não quero",0,0
Qdo vc vê sua mulher conversando com uma outra q vc deu umas investidas por fora https://t.co/W5mdwcZYmP,0,0
VEM GENTE DA ANGOLA TROVAR O MEU BOY NÃO NÉ AMORES,1,1
Ainda não acredito que não estarei em #Recife dia 24/07 no #oquartosecreto com a  Serio! Saco! #boloderolofeelings,0,0
"A partir do momento q vc ri d piada d loira, português, gaucho vc perde o direito d se ofender c qualqer outro tipo de piada! Danilo Gentili",0,0
"FORÇA AO IRMÃO  #somosTodosEditoraHumanas AGORA VOLTAREI PRA BEBEDEIRA E PUTARIA, AFINAL AINDA É CA _ https://t.co/KWqFLhM4BX",0,0
A diferença de quem tem vergonha na cara vs vagabundo https://t.co/mi282DMTSe,0,1
deveria existir nas escolas aulas sobre o combate a cristofobia que atinge milhões de brasileiros atualmente,0,0
 vai se fude angola não tô de graça não krlh,1,1
Um terrorista radical islâmico acabou de atacar o Museu do Louvre em Paris. Turistas ficaram presos. França de novo. SEJAM ESPEOS EUA.,1,1
"   A corresp. de NY, do SBT, não disse o nome de Obama, quando falou da espionagem da CIA. Se fosse no gov. de Trum _",1,0
meu cabelo deve ter pertencido ao cu de alguem na outra encarnação,1,0
No Dia Internacional da Mulher junte-se a mim honrando o papel crítico das mulheres aqui na América e ao redor do m _ https://t.co/EW1r8af8be,0,0
'Sei que posso dar mais' disse Carrillo numa noite fria...,0,0
"Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j",0,0
 CPS JBE RPRDOB Caralho porra sapatão  Jabuti branco educado  Rato paraplégico rondoniense doença oval bruto,1,1
"Estou lendo que o preço do grande MURO na fronteira custará mais do que o governo esperava inicialmente, mas eu ain _ https://t.co/EZwOmnq7UM",0,0
" Acho q quem sempre se esteve a cagar para a pressão da indústria d seguires 1caminho para teres sucesso,vai continuar a fazê-lo",0,1
  Não concordo e nada contra a homossexualidade.. https://t.co/QFtgTER9DM,1,1
"não há nada de engraçado, só gente mentirosa sendo desmascarada e fugindo sem refutar nenhum argumento! https://t.co/OZ9kfCML1a",0,1
'As mulheres estão descobrindo que mulher é bom - coisa que os homens já sabem há séculos.'  #MulherDeVerdade,0,0
Tchau gayzada! Tchau Campinas! #PartiuSp,0,1
  Tudo boa gente! Por estas e por outras é que estou no  https://t.co/y2I91hIyMa,0,0
A atenção finalmente está voltada aos infiltrados desocupados! Eles serão pegos! https://t.co/lGSLTh3AKd,0,0
  E eu sou o candidato do #PNR à mesma Câmara. https://t.co/Uy9pd4jzdf,0,0
  assim funciona o feminismo se você é mulher e não segue a cartilha você não representa as mulheres. Lixo de movimento h _,1,1
"  eita, não é zero... Alemanha avança para restringir uso da burca https://t.co/Z66n4Bz0q5 via ",1,0
"O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática > https://t.co/TPqO635N7z",0,0
Acordar e ler uma notícia dessas.Isso não é mãe é um monstro. Que inversão de valores meu Deus. https://t.co/PqDNEmYu1J,0,1
como é bom achar dinheiro no bolso (dos otros),1,0
Você acredita que o governo Obama concordou em receber milhares de imigrantes da Australia? Por que? Vou analisar este acordo idiota!,1,1
"  A maior forma de racismo está nos defensores do multi-culturalismo que não respeitam os povos, a diversidade humana e nem _",0,0
"  Tão 'tolerantes' o democratas, mas não sabem perder. Os hipócritas ressabiados vão esgotar o medicamento https://t.co/sEsLcWaILG",0,1
Que burra essa mulher que perdeu o mamão! Ele é mto maduro cara,1,1
#jnegócios Governo garante que visita de Costa a Angola continua em preparação: 'Não há _ https://t.co/r4CxxEvplg,0,0
 Estou com você pastor!!!!,0,0
lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia 'ele falou que sou burra' 'eu falei q ela é burra mesmo',1,0
  Os bonecos nunca serviram para expor sexualidade as crianças. Não vejo o objetivo disso https://t.co/eJI6qwgjul,0,0
Desconfio que a NASA só não anunciou ter descoberto vida num dos 7 planetas com receio que o Trump mandasse construir outro muro...,0,0
"meu pai veio me perguntar por que mulher é tão burra pra ter filho nova (adolescentes e tal), dei minha opinião e agora ele ta brabo comigo",1,0
ent fufas e pretos quem mais adormeceu?,1,1
"122 prisioneiros extremamente cruéis, libertados de Gitmo pelo governo Obama voltaram pro campo de batalha. Só mais _ https://t.co/Af4IUr5LNZ",0,0
 ja vi um noia indo no balcão pedir pra trocar pq ele não gostava de cheddar hahahahahahahaha,1,0
Estado da Segurança Privada em Portugal https://t.co/xdH26hs0q4#RenovarPortugal #PNR,0,0
O falido  foi forçado se desculpar aos seus assinantes pela pobre cobertura feita na minha vitória nas elei _ https://t.co/VFZ4y8j3ap,0,0
"  O bom de viajar só com a mochila, é pq é só uma mochila",0,0
CBF = Confederação de Bundões do Futebol !,1,0
" moço, esse é um post do Facebook que automaticamente é publicado no twitter. Deixa de ser BURRO. Pqp",1,0
"Acaba de chegar a Redacao da Radio Angola a seguinte informacao: Pedro Gonga: Já Estou em Liberdade, mas não foi... https://t.co/fkAShQaBVa",0,0
Pasta de leite Ninho  Pão de lo branco recheios  ganache com Ninho e morangos . #BolosEmUberlândia  #Paodequeijo https://t.co/bRKxo8KJgk,0,0
Um novo dia é uma página em branco na sua vida.  Escreva apenas o que vale a pena.  Bom dia! https://t.co/7929FzzDuc,0,0
MINHA TATARAVÓ ERA NEGRA!!! TENHO SANGUE NEGRO,0,0
SERA QUE EU TENHO ALZHEIMER E NAO LEMBRO???,1,0
Atualização Semanal da  (Casa Branca): https://t.co/MMB4qcUzWqhttps://t.co/nSgM9fY7J4,0,0
Top 3 Filmes de guerra: American Sniper O resgate do Soldado Ryan Falcão Negro em Perigo,0,0
Imagina que loko seria se no dia das mulheres recebessemos respeito https://t.co/HCuE70Ol5k,1,0
"Burra é a mulher que depois de ser prioridade, aceita ser 2 ° opção.",1,0
Publicitária é pega fumando maconha e diz estar soltando a fumaça do conclave HAHUA http://t.co/c5ToGElb3C #FumaçaBranca #HabemusPapam,1,0
'Querem tirar filosofia pra q a gente não seja um ser pensante' https://t.co/zmK67ytyx7,1,0
Na luta contra os jogadores de Golf e todos esses pulhas vagabundos bundões que insistem em passar creme na porra do rosto! Creme não porra!,1,1
Internet de manhã melhor horário Só gente honesta e trabalhadora,0,0
 Boa noite esquisitinha legal... rsrs zzzzzzzzzz bjuu zzzzzzz,0,0
   achas? fufas são useless,0,1
"BIBLÍA NÃO AUTORIZADA .RETRATA GÊNESIS, A CRIAÇÃO DIVINA ,COMO PIADA.  A Bíblia INFANTIL EM QUADRINHOS cheios de... https://t.co/3ag40L3tM8",0,0
 Faro vai ficar sempre na minha lista de cidades obrigatórias a partir de agora,0,0
Minha sala só sapatao e viado,1,1
  O Globo cria debate negativo sobre a 'Psicologia Cristã'. Dra.  fala sobre o caso. https://t.co/Zswd3njoDo,0,0
  Hoje é dia de revolução. Todo dia deveria ser #DiadaMulher #8MBR https://t.co/pr4Rp9nRu5,0,0
Isto acontece HOJE às 22h30 no 'Popular Alvalade' em Lisboa e está a 10 bilhetes de esgotar. Apareçam. RESERVAS: re _ https://t.co/24SNvEZOSW,0,0
"  O leitor do Antagonista responde: Sim 78,3% x 21,7% Não https://t.co/aEc9Dqoz6ahttps://t.co/ODMoWREhOo",0,0
 puta merda. Que sonho,0,1
Os 2 robôs da NASA na superfície de Marte https://t.co/qFlVmvTAO5,0,0
Barreiro também é uma terra portuguesa! #Barreiro #Portugal #Soflusa https://t.co/DASvRiemIL,0,0
Purificador de Água IBBL Mio Natural Branco https://t.co/eTAhgJZNOf + Cupom de Desconto: RCA-27231 https://t.co/AqoWntoO1w,0,0
"  eu tenho um livro extra em casa, se alguma das amiga aqui do twinto quiser, eu mando <3 https://t.co/6jsdxbn0rU",0,0
  e diz que já não há crise em Angola  https://t.co/c2B8GCTzkb,0,0
" sapatão com jogo tá quase igual hetero, o raca ein",1,1
Papa Bergoglio pede que cristãos tenham menos filhos.  Enquanto isso... https://t.co/CAK1EylQlR,0,0
  Não sei qual o feeling mas nunca fecho a porta a #racharlenhapreta #overdosedetourette,0,0
Essa foi na mosca. E eu achando que o problema fosse só aqui no Brasil com essa 'geração lacre' https://t.co/RLhRV0Ofei,1,0
  a tempestade já chegou ao continente https://t.co/f9k6veIAPU,0,0
  pessoas mais sensata e onde habita,0,0
 vc nao consegue mais ver um filme sem que tenha politica no meio,0,0
"Bora chuva de deslike? Esse lixo era assaltante, cantou uma música no camburão e ficou famoso. País lixo https://t.co/DADIDw6e60",1,1
  as mais puras verdades  https://t.co/F5WKm8GRaH,0,0
" NÃO, isso é racismo.",0,0
A  fazer greve...não trabalhar..É um alívio para o BRASIL... já que ela só faz atrapalhar o país mesmo. Devo _ https://t.co/EzKOlbn8YF,1,0
"Foda-se a Samira de 9 anos que foi vendida pro Mohamed pedófilo de 70 anos Vamos falar da Patrícia, atendente que ganha menos que o gerente",1,1
"mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1,0
"Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma",0,0
"  Os “antifascistas” contra Trump são os novos fascistas, como alertava Churchill   https://t.c _",0,0
Sua mãe no trabalho até tarde https://t.co/ca0aLsBXXz,0,0
Trump sanciona lei que desfaz regulamentação do minério de carvão criada por Obama' https://t.co/koIqOf4dFChttps://t.co/jztntgJdZQ,0,0
huahuahuahuau to rindo mto disso http://t.co/Sxsh8B9c,0,0
Quando vc descobre que aquela mina que vc conhece de vista é sapatão,1,1
a PM tem é que entrar metendo o cacete nessas escolas ocupadas bando de vagabundo que nao quer estudar e fica morando na porra da escola,1,1
Eu volteiiii agora pra ficarrrr,0,0
"feliz dia da mulher pra mim, que aguento tanta gente ignorante, machista e burra, com um sorriso no rosto sem dar na cara de ninguém",1,0
"Impedir os imigrantes ilegais é meramente cumprir uma promessa da minha campanha. Membros de gangues, traficantes e _ https://t.co/N6dylY90tZ",0,0
"Porra, que lixo, que idiotas... o mundo está à deriva... https://t.co/TFnnrQlqzj",1,1
o pior cego é aquele que não pode escutar,0,1
"  Uma preguiça: mina childfree. Mano, num quer ter filho, não tenha. Agora ficar postando como se criança fosse o mal da human _",0,1
É imperioso acabar com o terrorismo incendiário e com as negociatas à volta dos incêndios!  https://t.co/RHfbNQBXRQhttps://t.co/ivv2gB42oI,0,0
Quem lembra dessa entrevista? https://t.co/Ay8HdvXe4U,0,0
Agora não entendo mais nada branco não pode namorar com negra ? Ue ? Mais vão termina o colégio e pega uma vaga no Mac!!! Valeu,1,1
imagina tão mostrando a família do cara no bbb dai a mãe dele ta com um cartaz 'seu pai morreu semana passada :(',0,0
  Reinaldo Azevedo foi a favor da lava-jato até a queda do PT. Depois disso passou a atacar Moro (já o chamou de ditador! _,0,1
"11 milhoes de desempregados, empresas fechando, dolar alto e vcs preocupados c o fim do MinC???? vai trabalhar artista vagabundo",1,1
O  nem assumiu e já causa esse choro todo na pelegada em pleno começo de 2017. Imagine como será ano _ https://t.co/3qjpcW4GtH,0,0
  Eu farei a biografia do Bolsonaro https://t.co/XpTMT0Qw93,0,0
"  opa, que fufas tratem se",0,1
esse galo ta tocando o terror no independência... #CaiuNoHortoTaMorto joga o inFeliciano e o Malacheia la dentro quem sabe n morre tb?,0,0
Não! Nasceu em 13.12.1978! #Acredite! Meu Apelido de infância: Maria Desastre      tá pra nascer pessoa mais desastrada que eu.,0,0
" não esquecer o pedido de desculpa a Angola, simplesmente por PT ser um estado de direito",0,0
A redução da pena para estupro de vulnerável seria um retrocesso gigante na legislação brasileira. Primeiro... https://t.co/L6LNDyPrGl,0,0
"A ameaça do terrorismo radical islâmico é bem real, veja o que acontece na Europa e no Oriente Médio. Os tribunais _ https://t.co/cyd14kyXY0",0,0
Big Fish é o unico filme que presta do Tim Burton,0,0
"Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!",1,1
  Desde o Taveira que não se via tanta violência no Amoreiras,0,0
 Pois...é como estamos...,0,0
O canalha e ditador  conseguiu destruir a Venezuela. Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe,1,0
 eu só sigo sapatão e viado kkkk,0,1
Quando você tem dúvida se hj vai sair de sapatao trevosa ou hetero mocinha   https://t.co/ExyLcXoCjX,0,0
"Entre os 'perdoados' está o sacerdote italiano Mauro Inzoli, que recebeu a clemência do Papa e foi mais tarde... https://t.co/3XyG3OMAD5",0,0
"E a imprensa brasileira deu a mesma ênfase que no caso dos presídios.  Não, péra... https://t.co/Oag1PmiyXR",0,0
"  só tenho o primeiro, júlia, mora em santos, 15 anos, fã de 1d. difícil.",0,0
"Quem cabras não tem, mas cabritos consegue emprestar, até um super juiz consegue enganar!...",0,0
"  desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, pq contrariar?",0,0
"BLOG: O dream team do futebol feminino vestia vermelho, branco e preto https://t.co/3QuyXLmHXV #Tricolor",0,0
"Dia dos Namorados, Dia da Mulher e Dia do Glorioso. Benfica, desde 1904 a pôr à prova a robustez dos casamentos...",0,0
 Se o cara é extremista e tira foto com bolsonaro..isso nao faz o fotografado se tornar nazista.,0,1
" racista-machista sem argumentos, é o que mais tem",0,1
"  sapatão raitella, tem como? tem https://t.co/cPHYOylEYz",1,1
Leiam e compartilhem!  Muito importante!  https://t.co/bhPibhJOtR,0,0
"Justiça seja feita, nem todos os ladrões são banqueiros...",0,0
"  Nada justifica uma agressão a homossexuais,e homossexuais se matam entre si por ponto de droga,crimes passionais",0,0
   na sexta feira https://t.co/zYxuFakWnR,0,0
Pior de tudo foi o Lula que colocou um padre acusado de pedofilia na pastoral do menor É igual colocar o Aécio no DENARC,1,1
 aceitei pq sou uma sapatão sinistra,1,1
"    desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, _",0,0
Coitado desse povo servindo como TAPETE dos lideres do movimento. o Boulos anda de carro e tem muito dinheiro. https://t.co/N4ilFkgBMp,0,0
 Pague 1 milhão primeiro que deve aos cofres públicos,0,0
sapatão trovando igual homem https://t.co/dELjHkpPhx,1,1
"QUE NOITE TERRÍVEL, SONHEI QUE TINHA VOTADO NA CHAPA DILMA / TEMER E AJUDADO A ELEGER ESSA QUADRILHA... ACORDEI ALIVIADO FOI SÓ UM PESADELO",0,0
tem que prender esses petista que grita fora temer nos estádios mesmo vai esquerdar em outro lugar e me deixa ver meu hipismo em paz,1,1
FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda. https://t.co/mnGPAKvj7M,1,0
"Tudo preto e branco é tão show, sem contar q pintar é muito ruim... Desgosto muito",0,0
